,index,count,cum_sum,cum_percent,meal_super_category
0,Beilagen,392239,392239,8.975628397,side_dish
1,Essen,143672,535911,12.26328333,main_dish
2,Kuchen und Gebäck,104662,640573,14.65827011,dessert
3,Desserts,101675,742248,16.98490519,dessert
4,Salate,92911,835159,19.11099314,salad
5,Hauptgerichte,84765,919924,21.05067568,main_dish
6,Vegetarisch,81995,1001919,22.92697215,main_dish
7,Beilage,78763,1080682,24.72931057,side_dish
8,Gericht,75418,1156100,26.45510515,mix
9,Angebote,71753,1227853,28.09703333,main_dish
10,Essen 1,56747,1284600,29.39557831,mix
11,Essen 2,54475,1339075,30.64213298,mix
12,Brötchen,51205,1390280,31.81386004,baked_goods
13,Kürbiskernbrötchen,44670,1434950,32.83604631,baked_goods
14,Roggenbrötchen,43648,1478598,33.83484609,baked_goods
15,Käsebrötchen,43067,1521665,34.82035082,baked_goods
16,Hauptessen,42773,1564438,35.79912793,main_dish
17,Mohnbrötchen,41741,1606179,36.75428972,baked_goods
18,Dessert,40976,1647155,37.69194596,dessert
19,Aktionsstand,40397,1687552,38.61635292,main_dish
20,Mensa,39419,1726971,39.51838025,mix
21,Baguettebrötchen,39290,1766261,40.41745566,baked_goods
22,Aktion,38849,1805110,41.30643964,mix
23,Eintopf,37485,1842595,42.16421112,soup
24,Essen 3,35843,1878438,42.98440863,main_dish
25,Urknacker,35523,1913961,43.79728355,baked_goods
26,Vorspeisen,33765,1947726,44.56993006,other
27,Suppen,33395,1981121,45.33410983,soup
28,Tellergericht,31374,2012495,46.05204294,main_dish
29,Pastateller,30938,2043433,46.75999904,main_dish
30,Bagels,30891,2074324,47.46687963,baked_goods
31,Wahlmenü (Beilage),28685,2103009,48.1232802,side_dish
32,Pasta,28040,2131049,48.76492119,main_dish
33,Sesambrötchen,27833,2158882,49.40182538,baked_goods
34,Buffet,27812,2186694,50.03824903,mix
35,Hauptkomponenten,27699,2214393,50.6720869,main_dish
36,Hauptgericht,27404,2241797,51.29917426,main_dish
37,Laugengebäck,27320,2269117,51.92433945,baked_goods
38,Vegan,25926,2295043,52.51760565,main_dish
39,Wahlmenü (Gemüse),25835,2320878,53.1087895,side_dish
40,Wahlessen 1,25543,2346421,53.69329149,mix
41,Beliebt und gerne gegessen,24713,2371134,54.25880054,main_dish
42,Menü 1,24159,2395293,54.81163237,mix
43,Snacks,23780,2419073,55.35579153,baked_goods
44,Croissants,23167,2442240,55.88592337,baked_goods
45,Wahlessen 2,22757,2464997,56.40667316,mix
46,Tagesangebot,22107,2487104,56.91254896,mix
47,Essen 4,22054,2509158,57.41721195,main_dish
48,Aus dem Suppentopf und Süßes,22040,2531198,57.92155458,mix
49,Nachspeisen,21982,2553180,58.42457,dessert
50,Campus Spezial,21484,2574664,58.91618965,main_dish
51,Fleisch,21159,2595823,59.40037231,main_dish
52,Auswahlessen 1,20459,2616282,59.86853682,main_dish
53,Gemüse,20163,2636445,60.32992795,side_dish
54,Angebot 1,19987,2656432,60.78729166,main_dish
55,Pasta-Bar pro 100g,19274,2675706,61.22833975,main_dish
56,Mittagessen,18752,2694458,61.65744289,main_dish
57,Sättigungsbeilage,18636,2713094,62.08389158,side_dish
58,Vegetarisches Menü,18529,2731623,62.5078918,mix
59,Angebot 2,17932,2749555,62.91823082,main_dish
60,Tigerbrötchen,16753,2766308,63.30159072,baked_goods
61,Auswahlessen 2,16687,2782995,63.68344033,main_dish
62,Mehrkornbrötchen,16680,2799675,64.06512976,baked_goods
63,Wahlmenü (Dessert),16458,2816133,64.44173916,dessert
64,Dinkelbrötchen,16433,2832566,64.81777648,baked_goods
65,Gemüsebeilage,16137,2848703,65.18704041,side_dish
66,Fleischgericht,15791,2864494,65.5483868,mix
67,Wahlmenü (Komponente mit Fleisch),15652,2880146,65.90655245,main_dish
68,Wahlmenü (Komponente ohne Fleisch),15651,2895797,66.26469521,main_dish
69,Vegetarisches Gericht,15282,2911079,66.61439413,mix
70,Gut und günstig,15217,2926296,66.96260565,main_dish
71,Pizza,15201,2941497,67.31045104,main_dish
72,Angebot 3,15172,2956669,67.65763282,main_dish
73,Wahlmenü (Salat),15094,2971763,68.00302972,salad
74,Linie 4/5,14820,2986583,68.34215666,mix
75,Tagesgericht 1,14769,3001352,68.68011657,main_dish
76,Wok,14747,3016099,69.01757305,main_dish
77,Gersterling,14630,3030729,69.35235221,baked_goods
78,Klassiker,14169,3044898,69.67658228,main_dish
79,Essen I,13680,3058578,69.98962253,main_dish
80,Essen II,13264,3071842,70.29314343,main_dish
81,Gemüsebeilagen,13246,3085088,70.59625244,side_dish
82,Pasta-Teller,13015,3098103,70.89407546,main_dish
83,Grill,12573,3110676,71.18178417,main_dish
84,Salatbuffet,12447,3123123,71.46660961,salad
85,Schneller Teller,12220,3135343,71.7462406,mix
86,Suppe,12218,3147561,72.02582582,soup
87,Essen 5,12149,3159710,72.30383211,main_dish
88,Aktionen,12144,3171854,72.58172399,main_dish
89,Sättigungsbeilagen,11965,3183819,72.85551979,side_dish
90,Smoothie,11891,3195710,73.12762226,other
91,Wahlmenü (Suppe),11798,3207508,73.39759659,soup
92,Angebot 4,11661,3219169,73.66443595,main_dish
93,Hauptbeilagen,11084,3230253,73.91807178,side_dish
94,WOK 2 Aktion,10792,3241045,74.16502576,main_dish
95,Empfehlung des Tages,10516,3251561,74.40566401,main_dish
96,Gut & Günstig,9952,3261513,74.63339622,mix
97,Imbissangebot,9917,3271430,74.86032753,mix
98,Tagesgericht,9914,3281344,75.08719018,main_dish
99,Aktions-Theke,9731,3291075,75.30986523,mix
100,Essen 6,9402,3300477,75.52501176,main_dish
101,Cafeteria Heiße Theke,9178,3309655,75.73503248,other
102,Self-Service,8846,3318501,75.93745602,mix
103,Gemüse-Bar pro 100g,8748,3327249,76.13763703,side_dish
104,Menü 2,8712,3335961,76.33699424,main_dish
105,Menü I,8568,3344529,76.5330563,main_dish
106,L6 Update,8566,3353095,76.72907258,mix
107,Menü,8490,3361585,76.92334976,main_dish
108,Dessertauswahl,8464,3370049,77.11703198,dessert
109,Tagesgericht 4,8414,3378463,77.30957004,main_dish
110,Linie 2,8278,3386741,77.49899601,mix
111,Nebenbeilage,7859,3394600,77.67883397,side_dish
112,Geflügel,7702,3402302,77.8550793,main_dish
113,Querbeet,7634,3409936,78.02976857,mix
114,Tagesgericht 3,7581,3417517,78.20324505,main_dish
115,Schwein,7384,3424901,78.37221356,main_dish
116,Linie 3,7275,3432176,78.53868782,mix
117,Pasta Buffetpro 100g,7267,3439443,78.70497901,main_dish
118,Mittag Ausgabe A,7206,3446649,78.86987434,main_dish
119,Aktionstheke,7033,3453682,79.0308109,mix
120,WOK,7008,3460690,79.19117538,main_dish
121,Tagessuppe,6981,3467671,79.35092202,soup
122,Veganes Gericht,6967,3474638,79.51034829,main_dish
123,Fischgericht,6603,3481241,79.66144513,mix
124,Salat,6457,3487698,79.80920105,salad
125,Cafeteria,6427,3494125,79.95627047,main_dish
126,Essen 7,6405,3500530,80.10283647,main_dish
127,B,6359,3506889,80.24834985,mix
128,Pizza Classics,6205,3513094,80.39033923,main_dish
129,Sonnenblumenkernbrötchen,6105,3519199,80.53004031,baked_goods
130,Potatoebrötchen dunkel,6093,3525292,80.66946679,baked_goods
131,Gut & Günstig 1,5864,3531156,80.80365305,mix
132,Potatoebrötchen hell,5789,3536945,80.93612308,baked_goods
133,"Cafeteria "" Snack it """,5725,3542670,81.0671286,mix
134,E,5598,3548268,81.19522797,mix
135,Beilagenauswahl,5435,3553703,81.3195974,side_dish
136,Gemüse/Salat,5407,3559110,81.4433261,mix
137,Tagesessen,5357,3564467,81.56591065,main_dish
138,"Pasta, Suppen & Co.",5346,3569813,81.68824348,mix
139,Mittag Ausgabe B,5260,3575073,81.80860838,main_dish
140,Hauptkomponente,5214,3580287,81.92792065,main_dish
141,Mittagsangebot,5154,3585441,82.04585994,main_dish
142,Vorspeise,5153,3590594,82.16377635,other
143,Linie 1,4954,3595548,82.27713902,mix
144,Sonstige,4942,3600490,82.3902271,mix
145,Aus dem Wok,4941,3605431,82.5032923,main_dish
146,Otto-Berndt-Halle,4910,3610341,82.61564812,mix
147,WOK 1 Aktion,4860,3615201,82.72685979,main_dish
148,mensaVital,4798,3619999,82.83665271,main_dish
149,Essen 8,4739,3624738,82.94509553,main_dish
150,GreenCorner,4693,3629431,83.05248573,main_dish
151,Mittag Ausgabe C,4683,3634114,83.1596471,main_dish
152,Menü 3,4634,3638748,83.2656872,main_dish
153,Zusatzangebot,4562,3643310,83.37007971,main_dish
154,Wahlessen,4551,3647861,83.47422052,mix
155,Täglich,4534,3652395,83.57797231,mix
156,A+B,4527,3656922,83.68156392,mix
157,Wahlessen 3,4384,3661306,83.78188325,mix
158,Speisenangebot,4308,3665614,83.88046347,main_dish
159,Curry Queen,4239,3669853,83.97746476,mix
160,FRIENDS,4217,3674070,84.07396263,main_dish
161,SÜSSE ECKE,4215,3678285,84.17041472,dessert
162,Menü II,4200,3682485,84.26652357,main_dish
163,Pizza des Tages,4138,3686623,84.36121367,main_dish
164,Tagesgericht 2,4091,3690714,84.45482827,main_dish
165,QUEERBEET,4084,3694798,84.54828268,main_dish
166,Tagesgericht 2 (Vegetarisch),4044,3698842,84.64082178,main_dish
167,Self-Service Arcisstraße,4036,3702878,84.7331778,mix
168,EVERGREENS,4031,3706909,84.82541942,main_dish
169,Menü II vegetarisch,3975,3710884,84.91637958,main_dish
170,Mittag Ausgabe D,3971,3714855,85.00724821,main_dish
171,Aktionsessen 4,3937,3718792,85.09733881,main_dish
172,Free Flow,3885,3722677,85.1862395,mix
173,Dessertbuffet,3804,3726481,85.27328666,dessert
174,MEER,3804,3730285,85.36033382,main_dish
175,Front Cooking,3793,3734078,85.44712926,mix
176,Burger Classics,3785,3737863,85.53374164,main_dish
177,Bistro,3761,3741624,85.61980483,mix
178,Suppenstation,3747,3745371,85.70554765,soup
179,Rind,3689,3749060,85.78996326,main_dish
180,Abendangebot,3646,3752706,85.8733949,main_dish
181,Komplettmenü,3604,3756310,85.95586544,main_dish
182,Classic 1,3603,3759913,86.03831311,main_dish
183,VEGAN,3588,3763501,86.12041752,main_dish
184,Cafeteria Pizza & Co,3583,3767084,86.20240753,main_dish
185,Extra Essen,3537,3770621,86.28334491,mix
186,Essen 9,3461,3774082,86.36254318,main_dish
187,Ciabattabrötchen,3344,3777426,86.43906413,baked_goods
188,Schnitzelbar,3343,3780769,86.5155622,main_dish
189,MUNTER,3328,3784097,86.59171702,mix
190,Kornspitz,3323,3787420,86.66775743,baked_goods
191,zur Pizza,3321,3790741,86.74375207,main_dish
192,Tagesmenü,3254,3793995,86.81821354,main_dish
193,Classic 2,3230,3797225,86.89212582,main_dish
194,Heimspiel,3220,3800445,86.96580928,mix
195,Special,3191,3803636,87.03882912,mix
196,"Vegan, Eintopf, Suppe",3166,3806802,87.11127689,mix
197,Mittag Ausgabe A2,3157,3809959,87.18351871,mix
198,Menü vegetarisch,3122,3813081,87.25495962,main_dish
199,Vital - Essen,3080,3816161,87.32543944,main_dish
200,Terrine,2971,3819132,87.39342501,soup
201,zur Pasta,2958,3822090,87.4611131,main_dish
202,Sprintmenü,2931,3825021,87.52818335,main_dish
203,Pastabar,2930,3827951,87.59523071,main_dish
204,Cafeteria Menü,2921,3830872,87.66207213,main_dish
205,Aufläufe & Gratin,2887,3833759,87.72813552,main_dish
206,Wellenreiterbrötchen,2876,3836635,87.7939472,baked_goods
207,Ausgabe 2,2835,3839470,87.85882068,main_dish
208,D,2825,3842295,87.92346532,main_dish
209,Marktrestaurant,2818,3845113,87.98794978,main_dish
210,Essen B,2798,3847911,88.05197658,main_dish
211,Food Angebot im Schlüters,2776,3850687,88.11549995,main_dish
212,Essen A,2760,3853447,88.1786572,soup
213,Mensacafé,2758,3856205,88.24176868,mix
214,Bio,2749,3858954,88.30467421,mix
215,Rind Schwein,2724,3861678,88.36700766,main_dish
216,Aktionsessen 5,2720,3864398,88.42924958,main_dish
217,Pommes & Co,2705,3867103,88.49114826,mix
218,Gericht mit Fleisch oder Fisch,2682,3869785,88.55252063,main_dish
219,Angebot,2681,3872466,88.61387011,main_dish
220,Tagesaktion,2618,3875084,88.67377796,main_dish
221,Beilage 3,2577,3877661,88.7327476,side_dish
222,Essen C,2565,3880226,88.79144265,main_dish
223,Wok & Grill,2514,3882740,88.84897066,main_dish
224,Essen 10,2502,3885242,88.90622408,main_dish
225,Eintopf / Suppe,2493,3887735,88.96327155,soup
226,Auflauf,2472,3890207,89.01983847,main_dish
227,Ausgabe 1,2465,3892672,89.07624521,main_dish
228,Beilage 2,2419,3895091,89.13159933,side_dish
229,MA(h)l was anderes,2381,3897472,89.1860839,mix
230,Essen V,2372,3899844,89.24036251,main_dish
231,WOK-Pfanne Premium,2366,3902210,89.29450383,main_dish
232,Ausgabe 4,2351,3904561,89.34830191,main_dish
233,Otto B.,2338,3906899,89.4018025,main_dish
234,Fisch MSC Fisch,2311,3909210,89.45468525,main_dish
235,Sonstiges,2280,3911490,89.50685863,mix
236,Suppe & Co,2275,3913765,89.55891759,mix
237,Mittag Ausgabe B2,2261,3916026,89.61065618,main_dish
238,[Kœri]werk,2227,3918253,89.66161676,mix
239,Beilage 1,2225,3920478,89.71253156,side_dish
240,Alternativ-Angebot,2205,3922683,89.76298871,main_dish
241,A,2200,3924883,89.81333144,mix
242,Suppe & Co.,2197,3927080,89.86360552,soup
243,CampusKlassiker,2185,3929265,89.91360501,main_dish
244,Dessert 1,2173,3931438,89.9633299,dessert
245,Fisch,2167,3933605,90.01291749,main_dish
246,Cafeteria ab 14:30,2160,3935765,90.0623449,baked_goods
247,Wok und Pfanne,2157,3937922,90.11170366,mix
248,Ausgabe 3,2154,3940076,90.16099377,
249,Grillstation,2153,3942229,90.21026099,
250,Länder-Mensa,2092,3944321,90.25813235,
251,Aktionsessen 6,2073,3946394,90.30556894,
252,Fit & Vital,2068,3948462,90.3528911,
253,Süßspeise,2036,3950498,90.39948101,
254,BLS Spezial,2022,3952520,90.44575056,
255,MA(h)l mit Fleisch,2020,3954540,90.49197434,
256,Vollkornbrötchen,2010,3956550,90.53796929,
257,Ofenkartoffel,1989,3958539,90.58348369,
258,Hauptbeilage,1983,3960522,90.6288608,
259,Mittag 1,1980,3962502,90.67416926,
260,OMeGa-Suppenbar,1976,3964478,90.71938618,
261,HEIMSPIEL,1928,3966406,90.76350472,
262,Nudeltheke,1913,3968319,90.80728002,
263,Gemüsegarten,1912,3970231,90.85103243,
264,Bistro - Bistro,1901,3972132,90.89453312,
265,Pottkieker,1898,3974030,90.93796517,
266,Vegetaria,1885,3975915,90.98109974,
267,Aktionsteller,1884,3977799,91.02421142,
268,Tellergericht II,1879,3979678,91.06720869,
269,Tellergericht I,1873,3981551,91.11006866,
270,Restaurant,1868,3983419,91.15281422,
271,Gut & Günstig 2,1861,3985280,91.19539959,
272,StuBistro Self-Service,1823,3987103,91.23711541,
273,Komplett Menü,1806,3988909,91.27844221,
274,CampusWorld,1793,3990702,91.31947154,
275,Bistro Gourmet Fleisch,1792,3992494,91.36047798,
276,Bistro Gourmet Fisch,1787,3994281,91.40137001,
277,Aktionsessen 3,1774,3996055,91.44196456,
278,Vital Linie,1772,3997827,91.48251334,
279,Fingerfood,1761,3999588,91.52281041,
280,Mensagarten,1755,4001343,91.56297018,
281,Worldwide,1744,4003087,91.60287823,
282,Tellergericht 2,1739,4004826,91.64267187,
283,Campusteller,1726,4006552,91.68216803,
284,Prima Klima,1724,4008276,91.72161843,
285,Diverses,1687,4009963,91.76022215,
286,MA(h)l vegetarisch,1683,4011646,91.79873434,
287,Salate & Desserts,1682,4013328,91.83722364,
288,"EG Nord, 11.30 - 14.30 Uhr",1680,4015008,91.87566718,
289,Meisterwerk,1677,4016685,91.91404208,
290,Menü III,1673,4018358,91.95232543,
291,CampusSpezial,1648,4020006,91.99003672,
292,Salate und Desserts,1644,4021650,92.02765647,
293,Essen 11,1634,4023284,92.06504739,
294,MA(h)l vegan,1604,4024888,92.10175181,
295,Food Angebot im Café ZessP,1581,4026469,92.13792993,
296,Menü 2 vegetarisch,1549,4028018,92.17337579,
297,Menü vegan/vegetarisch,1538,4029556,92.20856993,
298,Late Lunch vegetarisch,1526,4031082,92.24348948,
299,Late Lunch,1511,4032593,92.27806579,
300,Schwein Fisch,1510,4034103,92.31261921,
301,Info,1509,4035612,92.34714974,
302,Wok & Pfanne,1501,4037113,92.38149722,
303,Beilagen ,1483,4038596,92.41543279,
304,Cafeteria Tagesgericht,1466,4040062,92.44897936,
305,Food Angebot im Café Mittelweg,1464,4041526,92.48248016,
306,WOK-Pfanne,1451,4042977,92.51568348,
307,Tagesangebot 1,1437,4044414,92.54856643,
308,QUERBEET,1435,4045849,92.58140362,
309,Pasta- und Gemüsetheke,1422,4047271,92.61394333,
310,Kleine Theke,1419,4048690,92.6464144,
311,Tagesangebot 8,1415,4050105,92.67879393,
312,Beilagen: Suppen,1405,4051510,92.71094462,
313,Information,1389,4052899,92.74272919,
314,Theke,1387,4054286,92.774468,
315,Beilage 4,1386,4055672,92.80618392,
316,"Pfanne, Wok & Co.",1368,4057040,92.83748794,
317,Beilagen: Dessert,1368,4058408,92.86879197,
318,Tagesaktion 1,1359,4059767,92.89989005,
319,Linie 5,1352,4061119,92.93082794,
320,Tagesmenü vegetarisch,1346,4062465,92.96162854,
321,Flammengrill,1345,4063810,92.99240626,
322,Sandwich,1340,4065150,93.02306956,
323,Studitopf,1327,4066477,93.05343538,
324,[pizza]werkPasta,1327,4067804,93.0838012,
325,Gemüsebar,1326,4069130,93.11414413,
326,Links,1326,4070456,93.14448707,
327,Stärkebeilage 1,1312,4071768,93.17450964,
328,CampusVital,1310,4073078,93.20448645,
329, Tagessalat ,1309,4074387,93.23444038,
330,Aktionsessen,1301,4075688,93.26421124,
331,Dessert 2,1297,4076985,93.29389057,
332,Smoothies,1295,4078280,93.32352413,
333,Speiseplan,1292,4079572,93.35308904,
334,Frisches aus Wok und Pfanne,1288,4080860,93.38256242,
335,Mittag 2,1279,4082139,93.41182986,
336,Essen 1 Vegetarisch,1278,4083417,93.44107441,
337, Dessert 2 ,1274,4084691,93.47022742,
338,Tellergericht 1,1270,4085961,93.49928891,
339, Dessert 1 ,1264,4087225,93.5282131,
340,Tagesaktion 2,1264,4088489,93.55713728,
341,Abendgericht,1260,4089749,93.58596994,
342,Abendgericht vegetarisch,1252,4091001,93.61461953,
343,C,1237,4092238,93.64292587,
344,Ofenfrisch,1232,4093470,93.6711178,
345, Gemüsebeilage 1 ,1226,4094696,93.69917243,
346,Essen 1 vegetarisch,1223,4095919,93.72715842,
347,[kœri]werk,1221,4097140,93.75509863,
348,Stamm II,1214,4098354,93.78287867,
349,Veganer renner,1213,4099567,93.81063582,
350, Stärkebeilage 1 ,1210,4100777,93.83832432,
351,Info 1,1197,4101974,93.86571534,
352,Angebot 5,1180,4103154,93.89271735,
353,Große Theke,1163,4104317,93.91933035,
354,Süße Spezial Tagesangebot,1152,4105469,93.94569163,
355,Alternativ,1141,4106610,93.97180121,
356,Food Angebot im Café dell’Arte,1138,4107748,93.99784213,
357,Vegetarische Theke,1138,4108886,94.02388305,
358,Beilagen: Salat,1134,4110020,94.04983244,
359,Stamm I Vegetarisch,1134,4111154,94.07578183,
360,Mensa Klassiker,1128,4112282,94.10159392,
361, Eintopf Mensa ,1120,4113402,94.12722295,
362,kombinierBAR,1115,4114517,94.15273756,
363,Aktionsessen 8,1114,4115631,94.17822929,
364,Nordmensa-Fit,1095,4116726,94.20328624,
365,Tellergericht vegetarisch,1090,4117816,94.22822877,
366,Mensa vital,1086,4118902,94.25307977,
367,Vegetarisch Vegan,1081,4119983,94.27781636,
368,MG Nord 11:30 - 14:15 Uhr,1073,4121056,94.30236988,
369,ESSEN I,1070,4122126,94.32685476,
370,Pasta - 3 Gerichte zur Wahl,1065,4123191,94.35122522,
371,[pizza]werkSalate / Vorspeisen,1056,4124247,94.37538973,
372,[pizza]werkPizza,1044,4125291,94.39927964,
373,Dessert vorport.,1036,4126327,94.42298649,
374,ESSEN II,1034,4127361,94.44664757,
375,Pastatheke,1030,4128391,94.47021713,
376,Pizza I,1030,4129421,94.49378668,
377,Salat-/ Gemüsebuffet 100g,1028,4130449,94.51731046,
378,Bowl,1019,4131468,94.5406283,
379,Pasta I,1018,4132486,94.56392325,
380,Wahlbuffet Salat,1005,4133491,94.58692073,
381,"Snacks, Salate (€/1kg)",1003,4134494,94.60987244,
382,Wahlbuffet Gemüsetheke,1001,4135495,94.63277838,
383,Wahlbuffet Pastatheke,998,4136493,94.65561567,
384,Aktionsessen 2,996,4137489,94.6784072,
385,Beilagen: Warme speisen,996,4138485,94.70119873,
386,Suppe/ Eintopf,988,4139473,94.72380719,
387,Mensa Spezial,984,4140457,94.74632412,
388,Salatbeilage,983,4141440,94.76881817,
389,Klassik,982,4142422,94.79128933,
390, Hauptgericht KM 1 ,975,4143397,94.81360032,
391,Self-Service Grüne Mensa,971,4144368,94.83581977,
392,Attraktiv,969,4145337,94.85799345,
393,Wahlbuffet Schnitzel,968,4146305,94.88014425,
394,Angebot des Tages,966,4147271,94.90224929,
395,Tagsangebot 2,962,4148233,94.92426279,
396,Menü 3 mit drei Beilagen,953,4149186,94.94607035,
397,Heute am Aktionsstand,948,4150134,94.96776349,
398,Tagesaktion .,947,4151081,94.98943375,
399,Veganes Gericht Premium,946,4152027,95.01108112,
400,[pizza]werkPizza11-14 UhrTo-Go,935,4152962,95.03247678,
401,Wochenangebot Kaffeebar,934,4153896,95.05384956,
402,Stamm III,929,4154825,95.07510792,
403,Stärkebeilage 2,925,4155750,95.09627475,
404,Turm 2b,922,4156672,95.11737293,
405,Gabel / Grill,918,4157590,95.13837958,
406,Ökobeilage,916,4158506,95.15934046,
407,Wahlbuffet Dessert,914,4159420,95.18025558,
408,Menüvorschlag / Theke 1 + 6,906,4160326,95.20098763,
409,Burger des Tages,905,4161231,95.2216968,
410,Saison-Angebot,903,4162134,95.2423602,
411,Menüvorschlag,902,4163036,95.26300072,
412,MA(h)l dazu,887,4163923,95.283298,
413,Tagesdessert,883,4164806,95.30350374,
414,Grillteller,882,4165688,95.3236866,
415,Wahlbuffet Wok,871,4166559,95.34361774,
416,[kœri]werk11-14 UhrTo-Go,870,4167429,95.363526,
417,Vegetarisch oder Vegan,864,4168293,95.38329697,
418,WOK 2 - mit Fleisch/Fisch,854,4169147,95.4028391,
419,Abendessen,842,4169989,95.42210664,
420,"Aufläufe, Gratin",840,4170829,95.44132841,
421,Süße Versuchung,839,4171668,95.46052729,
422,Wahlbuffet Gemüsebuffet vegan,837,4172505,95.47968042,
423,Essen 12,830,4173335,95.49867335,
424,Sonderausgabe,828,4174163,95.51762053,
425,Bio - Essen,821,4174984,95.53640752,
426,Menü 2 mit drei Beilagen,820,4175804,95.55517163,
427,Pizzastation,819,4176623,95.57391285,
428,WORLDWIDE,815,4177438,95.59256255,
429,Angebot im GOURMED,806,4178244,95.61100629,
430,Beilage 5,803,4179047,95.62938139,
431,Ökoessen,802,4179849,95.6477336,
432,xXx cafete⁵⁵ xXx,799,4180648,95.66601717,
433,täglich im Angebot,797,4181445,95.68425497,
434,Gemüse ,796,4182241,95.70246988,
435,Kuchen,793,4183034,95.72061615,
436,Mitte,790,4183824,95.73869377,
437, Hauptgericht HK 2 ,790,4184614,95.75677138,
438,Rechts,789,4185403,95.77482612,
439,Tagesangebot 3,779,4186182,95.79265202,
440,Aktionsessen 7,777,4186959,95.81043216,
441,Spätausgabe und Abendessen,770,4187729,95.82805211,
442,Menü 1 mit drei Beilagen,767,4188496,95.84560342,
443,Burger der Woche,764,4189260,95.86308608,
444,Pizza II,763,4190023,95.88054585,
445, Stärkebeilage 2 ,762,4190785,95.89798274,
446,Tellergericht Schnitzel,756,4191541,95.91528234,
447,[pizza]werkPizza11-14 Uhr,755,4192296,95.93255905,
448,...Frühstück...,753,4193049,95.94978999,
449,Gut und Günstig,751,4193800,95.96697517,
450,Gemüsbeilagen,748,4194548,95.9840917,
451,Mittag Ausgabe C2,743,4195291,96.00109381,
452,Salattheke,736,4196027,96.01793574,
453,Mensa Vital,733,4196760,96.03470902,
454,Tagesangebot / Theke 2,731,4197491,96.05143654,
455,[pizza]werk Pizza 11-14 Uhr,727,4198218,96.06807253,
456,Komponente 2,726,4198944,96.08468563,
457,Burger Classic,721,4199665,96.10118431,
458,Mensacafé (Abendessen),720,4200385,96.11766012,
459,Tellergericht 3,718,4201103,96.13409015,
460,xXx Cafeteria StrNa xXx,712,4201815,96.15038289,
461,Abendessen 1,707,4202522,96.16656121,
462,StuBistro Eintopf,706,4203228,96.18271665,
463,Beilagen vorport.,703,4203931,96.19880344,
464,Spezialitätenbuffet,693,4204624,96.21466141,
465,Standard,692,4205316,96.23049648,
466,Abendessen 2,689,4206005,96.24626291,
467,Linie 4,688,4206693,96.26200646,
468,Green Corner,688,4207381,96.27775,
469,CampusCurry,687,4208068,96.29347066,
470,Vollwert  &  Co. Stärke,686,4208754,96.30916844,
471,natürlich fit,685,4209439,96.32484334,
472,Biogericht 2,685,4210124,96.34051823,
473,Al dente,685,4210809,96.35619313,
474,Heiße Theke,684,4211493,96.37184514,
475,mensaVital Vegan,681,4212174,96.3874285,
476,Salatbar,680,4212854,96.40298899,
477,Tellergericht 4,679,4213533,96.41852658,
478,Pasta und Gratins,668,4214201,96.43381247,
479,Med by you,666,4214867,96.44905258,
480,Kartoffeln und Co.,660,4215527,96.4641554,
481,[kœri]werk11-14 Uhr,656,4216183,96.47916669,
482,Beilage 1 ,654,4216837,96.49413221,
483,Menüvorschlag vegetarisch / Theke 1 + 6,653,4217490,96.50907485,
484,Stammessen,650,4218140,96.52394884,
485,Studentenfutter,649,4218789,96.53879994,
486,Fitnesscenter,649,4219438,96.55365105,
487,Turm Vegan Kombi,618,4220056,96.56779278,
488,Menu 2,618,4220674,96.58193451,
489,Gabel,615,4221289,96.59600759,
490,Aktionstheke - WOK/Grill,612,4221901,96.61001203,
491,Classic Express,608,4222509,96.62392493,
492,Tagesangebot - Nur solange der Vorrat reicht,608,4223117,96.63783783,
493,Wahlbuffet Grill,607,4223724,96.65172784,
494,Vital-Linie,607,4224331,96.66561786,
495,Grillgericht I,605,4224936,96.67946211,
496,Turm 3a,604,4225540,96.69328348,
497,Theke 1 - Eintopf,603,4226143,96.70708196,
498,Theke 1 - Vegetarisch,603,4226746,96.72088045,
499,Theke 3 - Empfehlung des Tages,602,4227348,96.73465605,
500,Wahlbuffet Aktionstheke,601,4227949,96.74840877,
501,Cafeteria belegte Brötchen,600,4228549,96.7621386,
502,MG Nord 14:30-21:00,598,4229147,96.77582267,
503,Classic 3,594,4229741,96.78941521,
504,xXx Cafeteria Ring xXx,588,4230329,96.80287045,
505,"Veganes Wochenangebot, pro 100g",587,4230916,96.81630281,
506,Vegetaria**,582,4231498,96.82962075,
507,Tellergericht   ,580,4232078,96.84289292,
508,Salat Büffet,576,4232654,96.85607356,
509,Gourmet,575,4233229,96.86923132,
510,Menü II Vegetaria,570,4233799,96.88227467,
511,Front Cooking/ Wok,570,4234369,96.89531801,
512,WOK/Grill,563,4234932,96.90820117,
513,Beilagenbuffet,555,4235487,96.92090127,
514,Schwein Geflügel,544,4236031,96.93334966,
515,WOK 1 - vegan,544,4236575,96.94579804,
516,Aktion Lahnberge,540,4237115,96.95815489,
517,Frontcooking,540,4237655,96.97051175,
518,Leichte Küche,537,4238192,96.98279995,
519,Menu 3,536,4238728,96.99506527,
520,Schnitzel- Woche,536,4239264,97.00733059,
521,Turm vegetarisch,531,4239795,97.01948149,
522,Salatbuffet / Theke 3,530,4240325,97.03160951,
523,Regionale Linie,524,4240849,97.04360024,
524,Dauer-Spezial,524,4241373,97.05559096,
